396,203;445
437,84;445
403,396;565
493,276;565
527,336;625
585,220;625
624,407;745
713,216;745
897,496;1025
935,420;1025
1023,64;1025
817,744;1105
1073,264;1105
1104,47;1105
806,792;1130
986,552;1130
1045,600;1205
1107,476;1205
1175,792;1417
1183,780;1417
1127,936;1465
1344,583;1465
1425,340;1465
1248,814;1490
1426,432;1490
1495,900;1745
1617,656;1745
1716,413;1765
1763,84;1765
1547,1020;1853
1845,172;1853
1375,1260;1865
1833,344;1865
1596,1003;1885
1836,427;1885
1859,312;1885
1872,221;1885
1518,1224;1950
1938,216;1950
1625,1140;1985
1887,616;1985
1794,992;2050
2046,128;2050
1634,1488;2210
2146,528;2210
1806,1408;2290
2210,600;2290
1827,1564;2405
1989,1352;2405
2397,196;2405
2375,660;2465
2431,408;2465
2448,289;2465
1980,1541;2509
2491,300;2509
1943,1824;2665
2028,1729;2665
2175,1540;2665
2376,1207;2665
2431,1092;2665
2537,816;2665
1943,1824;2665
2028,1729;2665
2175,1540;2665
2376,1207;2665
2431,1092;2665
2537,816;2665
2077,1764;2725
2604,803;2725
2666,888;2810
2808,106;2810
2717,1056;2915
2904,253;2915
2479,1560;2929
2871,580;2929
2254,1872;2930
2688,1166;2930
2805,1260;3075
3069,192;3075
2346,2072;3130
2646,1672;3130
2263,2184;3145
2601,1768;3145
2530,2040;3250
3042,1144;3250
3230,360;3250
2829,1728;3315
3219,792;3315
3289,552;3335
3312,391;3335
2856,1817;3385
3375,260;3385
3211,1248;3445
3444,83;3445
2652,2261;3485
3179,1428;3485
3243,1276;3485
3477,236;3485
3393,1276;3625
3575,600;3625
3074,1968;3650
3312,1534;3650
3045,2156;3731
3675,644;3731
3192,2006;3770
3286,1848;3770
3626,1032;3770
3718,624;3770
2964,2573;3925
3763,1116;3925
2997,2596;3965
3549,1768;3965
3723,1364;3965
3875,840;3965
3250,2280;3970
3774,1232;3970
3237,2684;4205
4176,493;4205
3289,2652;4225
4185,580;4225
3978,1496;4250
4214,552;4250
4488,391;4505
4495,300;4505
4329,1628;4625
4623,136;4625
4345,1608;4633
4615,408;4633
3293,3276;4645
4067,2244;4645
4320,1742;4658
4558,960;4658
3705,2900;4705
4704,97;4705
3588,3059;4715
4301,1932;4715
4644,1067;4765
4757,276;4765
4669,1092;4795
4788,259;4795
4128,2546;4850
4366,2112;4850
3795,3060;4875
4563,1716;4875
3827,3036;4885
4524,1843;4885
4675,2100;5125
4797,1804;5125
5076,707;5125
4897,1704;5185
5016,1313;5185
5183,144;5185
4277,3036;5245
4956,1717;5245
3999,3400;5249
5220,551;5249
5074,1632;5330
5328,146;5330
5015,1872;5353
5247,1060;5353
4717,2556;5365
5244,1133;5365
5291,888;5365
5293,876;5365
4020,3589;5389
5220,1339;5389
4085,3720;5525
4557,3124;5525
5133,2044;5525
5427,1036;5525
5491,612;5525
4085,3720;5525
4557,3124;5525
5133,2044;5525
5427,1036;5525
5491,612;5525
3977,3864;5545
4823,2736;5545
4147,3696;5555
5445,1100;5555
4743,3024;5625
5265,1980;5625
4171,3780;5629
5621,300;5629
